Order ID,Order_Date,Order_Mode,Customer_ID,City,Postal_Code,Country,Region,Product_ID,Product_Name,Category,Segment,Sub_Category,Sales,Cost_Price,Quantity,Discount
NLD-783846,2/21/2023 0:00,Online,PQ067744,Aston,TF6,England,West Midlands,01JZ3NC7K14YWSKC0WT9JRQJ0A,Organic Coconut Flour,Food ,Food ,Baking Ingredients,5.49,1.647,14,0.04
NLQ-317019,3/28/2023 0:00,Online,FX045804,Birmingham,B12,England,West Midlands,01JZ3NTAJJMK1987R9CXRCNGTP,Apple Sauce,Food , Canned Goods,Sauces & Condiments,1.44,0.626,9,0
NMG-180863,11/15/2023 0:00,Online,YC058679,Hatton,CV35,England,West Midlands,01JZ3NC9ZQKV7FDACKF9H8GRVV,Portable Hammock Swing,Outdoor,Outdoor,Outdoor Furniture,59.24,17.747,11,0.01
NMV-924739,2/26/2025 0:00,Online,QA056461,Birmingham,B40,England,West Midlands,01JZ3NR2HM9DE39M9WJSA1TM5B,Cork Yoga Mat,Fitness,Fitness,Yoga Equipment,41.41,16.996,2,0.1
NNF-156587,12/19/2024 0:00,In-Store,VY028571,Walton,CV35,England,West Midlands,01JZ3N58SAW3XZ8SQ6D6P9PCQT,Vegetable Medley,Food , Produce,Mixed Vegetables,2.99,0.897,6,0.19
NNZ-101031,5/14/2023 0:00,In-Store,MZ024523,Walton,CV35,England,West Midlands,01JZ3N59074KNRQ49FDG5STHY0,Children's Gardening Set,Toys,Toys,Outdoor Play Toys,19.14,5.497,2,0.2
NOJ-049092,8/5/2024 0:00,Online,ID087493,Marston,ST20,England,West Midlands,01JZ3N59FC4ST1FCAF4V6564Z9,Window Blinds,Home,Home,Home Decor,59.99,17.997,6,0.35
NOR-907904,5/15/2024 0:00,Online,LT013497,Marston,ST20,England,West Midlands,01JZ3N58PGS8R12QEJGNQCA2KN,Truffle Parmesan Fries,Food , Snacks,Gourmet Snacks,4.99,1.497,10,0
NOT-219674,6/25/2024 0:00,Online,ME002547,Hatton,CV35,England,West Midlands,01JZ3N5989NSCYRYH9AT9BA983,Fitness Resistance Bands Set,Fitness,Fitness,Strength Training Equipment,34.99,10.497,14,0.18
NPM-152089,2/3/2024 0:00,In-Store,UW077123,Birmingham,B12,England,West Midlands,01JZ3NQZXX8EW827CMPM8YRB0G,Coconut Granola,Food , Snacks,Healthy Snacks,4.19,1.676,7,0.39
NPO-946762,5/6/2023 0:00,Online,JX052250,Birmingham,B12,England,West Midlands,01JZ3N57N7WDCH86T417JASWJ5,Mango Chili Salsa,Food , Condiments,Salsas,3.44,0.787,19,0.3
NQY-940659,3/3/2025 0:00,Online,IK020923,Walton,CV35,England,West Midlands,01JZ3NCF3QH1QZ8D900CA9FNHF,Wall-Mounted Bookshelf,Home,Home,Home Furnishings,41.41,12.997,5,0.09
NSO-154862,3/31/2023 0:00,Online,YK002654,Aston,TF6,England,West Midlands,01JZ3NTDAE28TACRQ6FRW7GNVJ,Gluten-Free Biscuits,Food , Baking,Baking Ingredients,3.04,1.266,20,0.04
NTR-804222,5/21/2023 0:00,In-Store,MN066756,Walton,CV35,England,West Midlands,01JZ3N5BPTKGHNAPNDYD527JQG,Portable Solar Generator,Outdoor,Outdoor,Outdoor Accessories,399.14,119.497,15,0.18
NUD-006263,10/31/2023 0:00,In-Store,SK025091,Aston,TF6,England,West Midlands,01JZ3NR6V25GCZP5ZQAJ7E54YY,Pecan Nuts,Food , Snacks,Nuts and Seeds,5.64,2.096,2,0.05
NUZ-111930,10/10/2023 0:00,Online,BF061226,Birmingham,B40,England,West Midlands,01JZ3NCDM0E4TWXKNMMK4RFY6A,Casual Long Cardigan,Clothing , Outerwear,Knitwear,45.24,13.547,3,0.08
NVB-035586,12/24/2023 0:00,Online,GH010525,Marston,ST20,England,West Midlands,01JZ3NCCKVXA0APK8H615R12NA,Satin Slip Dress,Clothing , Dresses,Evening Wear,59.24,17.747,18,0
NVL-084949,3/19/2023 0:00,In-Store,DQ071585,Walton,CV35,England,West Midlands,01JZ3NR9WJ6V50M7JBBHHM37ME,Travel Beach Blanket,Outdoor,Outdoor,Outdoor Accessories,29.24,11.746,13,0.01
NVQ-328064,10/6/2023 0:00,In-Store,QA049932,Birmingham,B12,England,West Midlands,01JZ3NSW8ZT7AD3MSSXBVS136P,USB Desk Fan,Home,Home,Home Appliances,14.14,5.496,4,0.26
NWC-911754,12/3/2023 0:00,Online,BR070441,Birmingham,B12,England,West Midlands,01JZ3NC9TXWQDG8G759KA27M39,Classic Pesto Sauce,Food , Sauces,Italian Sauces,3.54,1.037,7,0.09
NXM-055665,7/27/2023 0:00,Online,VS044430,Marston,ST20,England,West Midlands,01JZ3NQZBCPZ90DW7RCJNE0XV1,Safety First Aid Kit,Health,Health,Emergency Preparedness & First Aid,29.24,11.746,17,0.06
NXM-599359,1/13/2023 0:00,Online,EN046189,Hatton,CV35,England,West Midlands,01JZ3NC7EFX48NGR4Q8B5766F5,Mango Chia Pudding,Food , Snacks,Healthy Snacks,3.64,0.847,9,0.03
NXP-233198,11/1/2024 0:00,In-Store,RI080002,Marston,ST20,England,West Midlands,01JZ3NC48S84QDQ0V0PGR0EK6Z,Infrared Space Heater,Home Appliances,Home Appliances,Heating Appliances,99.99,29.997,1,0.1
NXP-801534,3/23/2023 0:00,Online,VS020667,Aston,TF6,England,West Midlands,01JZ3N5BRKGB59RYRPZKP5J9PE,Animal Paw Print Soap Dispenser,Home,Home,Home Organization,16.14,4.597,9,0.11
NXS-859942,2/28/2024 0:00,In-Store,RC007922,Aston,TF6,England,West Midlands,01JZ3NR307VRRB9597P3SH1VTK,Pet Training Pads,Pets,Pets,Training Supplies,25.99,9.996,8,0.05
NXT-050857,10/31/2024 0:00,Online,UO091520,Walton,CV35,England,West Midlands,01JZ3N5BVHDW7MCDH2WSS3MM54,Peanut Butter Banana Smoothie,Food , Beverages,smoothies,3.99,1.197,11,0.02
NXZ-501508,2/3/2025 0:00,In-Store,VH068058,Birmingham,B40,England,West Midlands,01JZ3NQZ57EW8Q1KS6H3JHX2GH,Plant Pot Drip Trays,Garden,Garden,Gardening Accessories,11.41,4.996,5,0.14
NYA-417709,1/7/2024 0:00,Online,LD096059,Birmingham,B12,England,West Midlands,01JZ3NR5M2JYXX42EERBNXRMRC,Honeycrisp Apples,Food , Produce,Fresh Fruits,2.89,0.756,6,0.11
NZB-441315,12/16/2023 0:00,In-Store,MU039362,Marston,ST20,England,West Midlands,01JZ3NR5CYB0ACTXQRHR2TPBTM,Vegan Chickpea Salad,Food , Prepared Foods,Salads,3.24,1.346,18,0.03
NZN-475229,3/21/2024 0:00,In-Store,BH038149,Aston,TF6,England,West Midlands,01JZ3N578DMEXA31YJKVY0WZSF,Sliced Bell Peppers,Food , Fresh Produce,Vegetable Mixes,3.99,1.197,18,0.38
OAC-134487,8/5/2023 0:00,Online,HU061929,Aston,TF6,England,West Midlands,01JZ3NSXBNWYXT6APF7FYKHFY3,Spinach and Feta Wraps,Food , Prepared Foods,Wraps and Flatbreads,4.14,1.496,7,0.39
OAF-429334,3/21/2025 0:00,Online,FH015492,Walton,CV35,England,West Midlands,01JZ3NT8T4X5DQFFFXHD6JH4XZ,Stuffed Bell Peppers,Food , Frozen Meals,Frozen Vegetarian Meals,7.41,3.396,11,0
OBB-708058,11/17/2023 0:00,Online,CS092679,Birmingham,B40,England,West Midlands,01JZ3N50QJERPWJG1VJ40YSMPV,Artisan Bread Loaf,Food , Bakery,Breads,2.99,0.647,18,0.32
OBC-284207,11/23/2023 0:00,In-Store,FF005406,Walton,CV35,England,West Midlands,01JZ3NRA3XSB3YN395Q3NAB5RQ,Interchangeable Watch Bands,Accessories,Accessories,Watches,24.14,9.496,10,0.12
OEI-949110,11/2/2024 0:00,Online,YZ016769,Marston,ST20,England,West Midlands,01JZ3NC47JQ7CVT3PF6A074J0Y,Bluetooth Headphones,Audio,Audio,Wireless Audio Accessories,79.99,23.997,19,0.22
OFX-118125,2/14/2023 0:00,In-Store,AP000049,Walton,CV35,England,West Midlands,01JZ3N560ZKD035M8RAETRNP7D,Personal Security Alarm Keychain,Safety,Safety,Self-Defense Tools,9.99,2.747,10,0.37
OFZ-362776,3/29/2025 0:00,In-Store,IB052398,Walton,CV35,England,West Midlands,01JZ3NR234BHZVMWPPHPV43ZC4,LED Under Cabinet Lighting,Home,Home,Lighting & Lamps,31.41,12.996,12,0.19
OGX-654935,10/8/2024 0:00,Online,XM060019,Hatton,CV35,England,West Midlands,01JZ3NR39VFZ49AG2DR66SQHN1,Crispy Chickpeas,Food , Snacks,Healthy Snacks,2.99,1.196,3,0.4
OHH-632242,9/14/2023 0:00,Online,JE056872,Birmingham,B12,England,West Midlands,01JZ3NCGSHABW675MDG4N7ZACD,Applewood Smoked Bacon,Food , Meat,Pork,6.14,1.597,14,0.37
OHY-536614,1/7/2024 0:00,Online,EH082528,Birmingham,B12,England,West Midlands,01JZ3N593DWJ866X1VDP77VAHY,Gluten-Free Pancake Mix,Food , Baking Goods,Baking Mixes,5.99,1.797,18,0.38
OIA-548415,2/21/2023 0:00,Online,BJ030424,Hatton,CV35,England,West Midlands,01JZ3NCA9CC0204F973R4DZFPW,Italian Pasta,Food , Grains,Italian Cuisine,1.54,0.437,13,0
OIS-233396,11/18/2023 0:00,Online,OF005773,Aston,TF6,England,West Midlands,01JZ3NR3G9RQTG5B9BFWD6BG79,Streaming Device,Electronics,Electronics,Home Entertainment Equipment,49.14,19.496,14,0.31
OJW-162090,11/27/2024 0:00,In-Store,KB037055,Aston,TF6,England,West Midlands,01JZ3N58XWB151BAX3JP49EZ9C,Instant Pot,Kitchen,Kitchen,Cooking Appliances,89.99,26.997,19,0.25
OKG-130702,12/13/2024 0:00,Online,PR048585,Hatton,CV35,England,West Midlands,01JZ3NC9BAZRVBDF7RZV63BK22,Car Emergency Kit,Automotive,Automotive,Safety and Emergency Supplies,49.99,14.997,20,0.13
OKH-870413,7/6/2024 0:00,Online,MZ024523,Birmingham,B12,England,West Midlands,01JZ3N59074KNRQ49FDG5STHY0,Children's Gardening Set,Toys,Toys,Outdoor Play Toys,19.99,5.997,10,0.37
OKI-923001,5/12/2023 0:00,Online,DZ023531,Aston,TF6,England,West Midlands,01JZ3NR2QSK8TSZDXPHYCYRMP7,Luxury Memory Foam Mattress Topper,Home,Home,Bedding & Linens,129.14,51.496,6,0.21
OLC-796392,11/11/2024 0:00,Online,HG039736,Marston,ST20,England,West Midlands,01JZ3NCGN4M2ZQYAPPP0Z43TWG,Athletic Compression Tights,Clothing , Activewear,Sports Apparel,39.99,11.997,8,0.01
OLZ-159154,8/16/2024 0:00,In-Store,YN069292,Aston,TF6,England,West Midlands,01JZ3N59EVZT24NWYBX5EBTBMG,Frozen Vegetarian Pizza,Food , Frozen Meals,Frozen Vegetarian Meals,6.49,1.947,16,0
OMA-205808,1/5/2025 0:00,In-Store,IT060395,Aston,TF6,England,West Midlands,01JZ3NR7MGQPCNTMBJ4WXACNMS,Ceramic Planter Set,Home,Home,Decorative Wall Art & Accessories,41.41,16.996,14,0.02
OME-000726,2/2/2023 0:00,Online,QI022646,Walton,CV35,England,West Midlands,01JZ3N57ECQ3NEYTM11C6J0FJX,Baked Potato Chips,Food , Snacks,Healthy Snacks,1.64,0.247,17,0
OMV-363570,1/3/2025 0:00,In-Store,EG074592,Birmingham,B40,England,West Midlands,01JZ3NCDV9SGSZANF6R2R774J2,Rice Cakes,Food , Snacks,Healthy Snacks,3.71,1.687,14,0.16
ONN-710230,2/19/2025 0:00,In-Store,VY088461,Birmingham,B40,England,West Midlands,01JZ3NTBJV0DHTMP743FW430FD,Classic White T-Shirt,Clothing , Tops,T-Shirts,21.41,8.996,14,0.09
ONR-093426,9/23/2024 0:00,Online,FO090266,Birmingham,B12,England,West Midlands,01JZ3NR7D2NH1G4YEW79JQPBNV,Smart Water Bottle with Hydration Reminder,Fitness,Fitness,Health & Wellness Tools,39.99,15.996,18,0.28
ONY-881864,7/13/2024 0:00,In-Store,PN010412,Walton,CV35,England,West Midlands,01JZ3N55JX79NVSRWTH1ACVZ43,Chickpea Flour,Food , Baking,Flours & Meals,3.29,0.987,8,0.11
OOE-603950,2/1/2024 0:00,In-Store,WY082266,Birmingham,B40,England,West Midlands,01JZ3NCGCX6QST25AP8C2W3CG8,Garden Hoses with Expandable Features,Garden,Garden,Garden Supplies,35.99,10.497,15,0.14
OOG-518275,12/9/2023 0:00,Online,UB099492,Aston,TF6,England,West Midlands,01JZ3NC49YVDJT3PGB1BWYKSMX,Honey BBQ Ribs,Food , Meat,Barbecue & Grilled Meats,12.14,3.397,11,0.24
OOR-476794,7/3/2024 0:00,In-Store,FE028662,Walton,CV35,England,West Midlands,01JZ3NRAWS7WV13FEN3N4G2AAZ,Coconut Chia Seed Pudding,Food , Snacks,Healthy Snacks,3.99,1.196,9,0.09
OPD-348363,5/23/2023 0:00,Online,AT000491,Hatton,CV35,England,West Midlands,01JZ3NC46M3N1TY5PYXHM8Z3P9,Under Desk Footrest,Office,Office,Office Accessories,29.14,8.497,12,0.27
OPK-010091,2/15/2024 0:00,In-Store,WE015191,Aston,TF6,England,West Midlands,01JZ3N53EEDVMNYZ1Q2K3F1321,Indoor Grill,Kitchen,Kitchen,Cooking Appliances,59.99,17.997,14,0.05
OPQ-251854,2/1/2023 0:00,In-Store,LQ014108,Marston,ST20,England,West Midlands,01JZ3N53P9C3A43TK0ZWQWP75C,Smart Light Bulbs,Smart Home,Smart Home,Smart Lighting,33.99,9.947,19,0.36
OPV-650817,5/26/2023 0:00,In-Store,AO030069,Birmingham,B12,England,West Midlands,01JZ3N52Y1SGGGY29AB0RDPYMH,DIY Candle Kit,Crafts,Crafts,Candle & Soap Making Supplies,33.99,9.947,11,0.36
OQC-969198,2/11/2023 0:00,In-Store,KE050319,Birmingham,B12,England,West Midlands,01JZ3NCET4Q4JH1N48EWWXQAXH,Electric Egg Cooker,Kitchen,Kitchen,Small Appliances,29.14,8.497,9,0.24
OQL-264941,11/19/2024 0:00,Online,GF046966,Walton,CV35,England,West Midlands,01JZ3NC5PQSV23JMYK5X4KN8TV,Essential White Button-Up,Clothing , Shirts,Dress Shirts,44.99,13.497,17,0
ORX-195049,8/27/2024 0:00,Online,BP049300,Marston,ST20,England,West Midlands,01JZ3NC783AZVFC8FSG937DF7X,Surimi Crab Sticks,Food , Seafood,Seafood Imitations,4.19,1.257,13,0
OSV-017508,6/23/2023 0:00,Online,KP021070,Aston,TF6,England,West Midlands,01JZ3N54V8YM6909XY5GCANCVQ,Cheese Stuffed Jalapenos,Food , Snacks,Savory Snacks,4.99,1.247,7,0.22
OTP-416166,7/16/2023 0:00,In-Store,PS052688,Marston,ST20,England,West Midlands,01JZ3NTGS7W8JHYWMTG6VA56KW,Carrot Ginger Soup,Food , Soups,Vegetarian Soups,3.54,1.466,20,0.06
OTS-920254,5/25/2024 0:00,In-Store,CA087927,Birmingham,B40,England,West Midlands,01JZ3NT717PDB8NW6SKGHWGJMV,Chicken Sausage,Food , Meat,Poultry,7.99,2.796,12,0.16
OTX-733199,5/27/2024 0:00,In-Store,RK059956,Hatton,CV35,England,West Midlands,01JZ3N59NTMPBAMATPA39A82GH,Face Mask Set,Health,Health,Personal Care & Grooming,19.99,5.997,15,0.32
OUG-338181,7/24/2023 0:00,Online,DU070019,Marston,ST20,England,West Midlands,01JZ3NCF34ETHKWAN4PG26BSZ7,Adjustable Pet Feeder,Pets,Pets,Pet Feeding Supplies,39.24,11.747,13,0.07
OVE-757021,2/8/2023 0:00,In-Store,GF053527,Hatton,CV35,England,West Midlands,01JZ3N59KT1YCF6Y9TEHKZP47M,Apple Cinnamon Breakfast Muffins,Food , Bakery,Muffins,2.64,0.547,20,0
OWA-989109,4/2/2023 0:00,In-Store,IF065494,Birmingham,B12,England,West Midlands,01JZ3N5D4WRAK2CPYERJ4J8EZG,Maple Almond Granola,Food , Breakfast,Granola/Cereal,5.49,1.647,14,0.05
OYY-495960,12/1/2024 0:00,Online,TR039952,Hatton,CV35,England,West Midlands,01JZ3NR3DNVF9E9SK32JNMT4MJ,Portable Phone Charger,Accessories,Accessories,Mobile Accessories,29.99,11.996,5,0.19
OZE-103779,2/5/2024 0:00,Online,DG084549,Hatton,CV35,England,West Midlands,01JZ3N5378B2B48FS4G8C7QQE9,Frozen Broccoli,Food , Frozen,Frozen Vegetables,2.49,0.747,6,0.15
OZF-332594,2/15/2025 0:00,In-Store,GT004985,Aston,TF6,England,West Midlands,01JZ3NTDJE241Q2EF1J57P3EPT,Beef Sirloin Steak,Food , Meat,Red Meat,17.41,7.396,2,0.06
OZZ-076986,8/22/2024 0:00,In-Store,OI044600,Walton,CV35,England,West Midlands,01JZ3N59P0TE5BBZ9Z0R98PHQZ,Slim Fit Chinos,Clothing , Pants,Casual Pants,54.99,16.497,15,0.04
PAP-475960,7/14/2024 0:00,Online,DK022311,Birmingham,B40,England,West Midlands,01JZ3NCACQGN5TXYMD00BKDC15,Ramen Noodles,Food , Pasta,Noodles,1.99,0.297,8,0.16
PAU-999896,3/1/2025 0:00,Online,OA095700,Walton,CV35,England,West Midlands,01JZ3NTDHC6YF9RWMVCMZ4BBDM,Rice Pudding,Food , Desserts,Dairy Desserts,3.71,1.916,14,0.03
PDG-307163,5/27/2023 0:00,In-Store,WQ091942,Aston,TF6,England,West Midlands,01JZ3N5AJZSAM3W6HA9BA31331,Lemon Basil Pasta Sauce,Food , Sauces,Pasta Sauces,4.99,1.497,4,0.23
PDG-326004,7/5/2024 0:00,Online,HV019230,Birmingham,B40,England,West Midlands,01JZ3NR5CYB0ACTXQRHR2TPBTM,Vegan Chickpea Salad,Food , Prepared Foods,Salads,3.99,1.596,15,0
PEF-527672,1/8/2025 0:00,In-Store,UD042022,Marston,ST20,England,West Midlands,01JZ3NTK71Q7AN80KBN66TZBV1,Vegetable Stir-Fry Kit,Food , Produce,Pre-Packaged Produce Kits,8.41,3.796,7,0.02
PEL-722768,3/5/2024 0:00,In-Store,KZ002772,Birmingham,B40,England,West Midlands,01JZ3N5D0P8PEPMTS32KHR67R1,Wireless Charging Pad,Accessories,Accessories,Mobile Accessories,19.99,5.997,16,0.24
PHJ-005235,12/22/2023 0:00,In-Store,EC008540,Walton,CV35,England,West Midlands,01JZ3NT4TJ8QM4J08GKR0Q9W6F,LED Camping Lantern with USB Charging,Outdoor,Outdoor,Camping Equipment,34.24,13.746,17,0.01
PHS-774058,12/8/2024 0:00,Online,TK088092,Birmingham,B12,England,West Midlands,01JZ3NRACBB329VP9C95786FR9,Wooden Blocks,Toys,Toys,Building Toys,25.99,9.996,3,0
PII-344494,10/9/2023 0:00,In-Store,EH082528,Birmingham,B40,England,West Midlands,01JZ3N593DWJ866X1VDP77VAHY,Gluten-Free Pancake Mix,Food , Baking Goods,Baking Mixes,5.99,1.797,18,0.15
PKE-863629,1/17/2025 0:00,In-Store,UD058328,Aston,TF6,England,West Midlands,01JZ3NT8YM3NHYGDCGE9ZZ8H3H,Acoustic Guitar,Music,Music,Instruments,201.41,80.996,17,0
PKK-199042,1/14/2023 0:00,Online,JK033717,Marston,ST20,England,West Midlands,01JZ3N58V4ZQWV166YKH1BE04J,Bamboo Cutting Board,Kitchen,Kitchen,Cutting Boards & Utensils,22,6.6,19,0.02
PKU-629546,10/21/2024 0:00,Online,JK054984,Birmingham,B40,England,West Midlands,01JZ3NC4KA47PJ0D6YK46ZS0DW,Gardening Gloves,Garden,Garden,Garden Tools,15.99,4.797,6,0.15
PLB-803988,11/14/2024 0:00,Online,AD018781,Hatton,CV35,England,West Midlands,01JZ3N5AQ4B7JKQZYS24BD9PZR,Watercolor Set,Art Supplies,Art Supplies,Painting Supplies,19.99,5.997,2,0.36
PLM-258632,2/7/2024 0:00,In-Store,HA092975,Aston,TF6,England,West Midlands,01JZ3N57PVXPWHZYQND15928BM,Lentil Vegetable Curry,Food , Prepared Meals,Vegetarian Meals,4.49,1.347,19,0.23
PLM-793200,12/24/2023 0:00,Online,EL072097,Marston,ST20,England,West Midlands,01JZ3N528AQ906ABQESQ6PCCJY,Classic Slim Fit Shirt,Clothing , Shirts,Dress Shirts,48.99,14.447,1,0.29
PMY-484089,2/5/2024 0:00,Online,MJ019298,Hatton,CV35,England,West Midlands,01JZ3N521NPEH9RRK9J11FCCRY,Artisan Pickles,Food , Condiments,Pickles,2.49,0.747,3,0
PND-439777,12/9/2024 0:00,In-Store,LZ099567,Hatton,CV35,England,West Midlands,01JZ3NC5AD2YRPRD0FZ1Z6Y95D,Dried Fruit Medley,Food , Snacks,Sweet Snacks,5.49,1.647,20,0.33
PNF-929346,12/1/2023 0:00,Online,ZE028699,Hatton,CV35,England,West Midlands,01JZ3NC5B80PP1A9H0XHJC77Z5,Fitness Tracker,Fitness,Fitness,Wearable Technology,49.99,14.997,14,0.32
PNZ-717439,6/15/2024 0:00,Online,JA054648,Birmingham,B12,England,West Midlands,01JZ3N50HGHYSE5QERK3VQSTD3,Electric Heat Pad,Health,Health,Pain Relief,24.99,7.497,2,0.18
POO-134582,3/27/2025 0:00,Online,KA066426,Birmingham,B40,England,West Midlands,01JZ3NR546PS969FMS46Y0DA7E,Spicy Kimchi,Food , Condiments,Fermented Condiments,6.21,2.916,20,0.08
PPK-320365,1/12/2025 0:00,Online,YI027655,Marston,ST20,England,West Midlands,01JZ3N5A0815PNYCDYBVTJW9QA,Handheld Vacuum,Home Appliances,Home Appliances,Cleaning Appliances,79.99,23.997,1,0.21
PPL-424623,9/13/2023 0:00,In-Store,YY066124,Aston,TF6,England,West Midlands,01JZ3NR54TYRJAE0REVD7DTTP5,Smart Wi-Fi Camera,Smart Home,Smart Home,Home Security,89.24,35.746,19,0.08
PRI-500501,12/16/2023 0:00,In-Store,AU052946,Marston,ST20,England,West Midlands,01JZ3N5AHKB5JDW1MKBNGMKGNK,Classic Cheeseburger Mix,Food , Meats,Ground Meats,5.49,1.647,3,0.23
PRT-622191,2/11/2025 0:00,In-Store,ON048367,Birmingham,B40,England,West Midlands,01JZ3NR7BPZNZNH9BF46F37VRA,Two-Tone Windbreaker,Clothing , Outerwear,Jackets,61.41,24.996,7,0
PRW-266856,4/26/2024 0:00,Online,YI027655,Birmingham,B12,England,West Midlands,01JZ3N5A0815PNYCDYBVTJW9QA,Handheld Vacuum,Home Appliances,Home Appliances,Cleaning Appliances,79.99,23.997,15,0.13
PSB-132538,9/30/2024 0:00,Online,AI087863,Birmingham,B12,England,West Midlands,01JZ3NC45P3G4AZVF1YQD3EVCX,Lemon Pepper Seasoning,Food , Seasonings,Citrus Seasonings,3.29,0.987,10,0.08
PTU-758710,3/22/2023 0:00,Online,QN014838,Marston,ST20,England,West Midlands,01JZ3N53QEPZ1M2ACHNRENHYAP,Travel Sewing Kit,Travel,Travel,Travel Accessories,11.99,3.347,14,0.19
PUE-389408,1/13/2024 0:00,In-Store,WW058734,Birmingham,B12,England,West Midlands,01JZ3N515KCJAGSAJK102TK920,Buffalo Cauliflower Bites,Food , Freezer,Frozen Snacks,6.29,1.887,15,0
PUG-755506,10/19/2023 0:00,In-Store,IW074591,Birmingham,B12,England,West Midlands,01JZ3N5106EDYGMA8QACCE6YR9,Pasta Salad Kit,Food , Prepared Foods,Salads,4.99,1.247,10,0.11
PUJ-913917,3/18/2025 0:00,Online,FB057385,Aston,TF6,England,West Midlands,01JZ3NC9T9Z1RSZP63NCCBJE40,Honey Sesame Chicken,Food , Frozen Food,Frozen Meals,10.41,3.697,7,0.16
PUX-232926,4/15/2024 0:00,Online,FL054662,Birmingham,B40,England,West Midlands,01JZ3NR7HCR4EZKEDH2YH22Q7P,Smartphone Photography Ring Light,Photography,Photography,Lighting Equipment,30.99,11.996,13,0.18
PVO-674147,12/1/2023 0:00,In-Store,DH006479,Marston,ST20,England,West Midlands,01JZ3NR31D4W0HHFRPY9DKTQ6E,Electric Opener for Jars and Bottles,Kitchen,Kitchen,Kitchen Gadgets,24.24,9.746,7,0.08
PWC-012196,11/23/2024 0:00,Online,TG095455,Birmingham,B40,England,West Midlands,01JZ3NTPYPG30AK06DA9FD09ZF,Bamboo Utensil Holder,Kitchen,Kitchen,Kitchen Storage & Organization,15.99,5.996,3,0.12
PWV-638175,7/31/2023 0:00,Online,UG030160,Aston,TF6,England,West Midlands,01JZ3NCCS65STJ0SKMG7KQ37YJ,Brownie Bites,Food , Baked Goods,Desserts,4.24,1.247,1,0.09
QAN-922045,7/16/2024 0:00,Online,RF072447,Aston,TF6,England,West Midlands,01JZ3NR9WVKXG4VHXKBSXA3T5J,Spicy Thai Chili Sauce,Food , Sauces,Asian Sauces,4.29,1.316,19,0.2
QBE-839789,10/4/2024 0:00,In-Store,QX063911,Birmingham,B40,England,West Midlands,01JZ3N592W6EZCHAXJSN2XCDXK,Energy Bites,Food , Snacks,Healthy Snacks,3.99,1.197,4,0
QCD-696770,10/7/2023 0:00,Online,YR022592,Aston,TF6,England,West Midlands,01JZ3N52DA13K9GFH1RBXK0MKT,Wireless HDMI Receiver,Electronics,Electronics,Wireless Video Transmission,48.99,14.447,12,0.27
QDP-977040,8/16/2024 0:00,Online,MZ022736,Aston,TF6,England,West Midlands,01JZ3N58H2KN63M7KH3HR3TRY7,Spaghetti and Meatball Dinner Kit,Food , Meal Kits,Italian Cuisine Meal Kits,7.99,2.397,17,0.06
QEF-722676,1/17/2025 0:00,In-Store,OF068322,Aston,TF6,England,West Midlands,01JZ3NRAQMWJDY6JCDKQT3Q90F,Ginger Tea,Food , Beverages,Herbal Tea,6.41,2.996,7,0.14
QGB-839304,7/8/2023 0:00,Online,GA013633,Birmingham,B12,England,West Midlands,01JZ3NTEHKCDAVMNKF3EWJYF77,Almond Flour Cookies,Food , Bakery,Gluten-Free Treats,4.24,1.746,13,0
QHW-807272,5/1/2023 0:00,In-Store,OK009154,Marston,ST20,England,West Midlands,01JZ3NC9C68GXT68MXHGET0TJ3,Almond Flour Bread Mix,Food , Baking,Mixes,4.04,0.967,10,0.1
QIA-195868,5/28/2023 0:00,In-Store,YR079674,Marston,ST20,England,West Midlands,01JZ3N58AF9KYNNJ5H9FBMVD62,Board Game Storage,Toys,Toys,Game Accessories,19.99,5.997,10,0.19
QIL-399277,11/18/2024 0:00,Online,WH063347,Birmingham,B12,England,West Midlands,01JZ3NC7Y2NZG6MZB0K4DA427J,Almond Flour Brownies,Food , Baking,Mixes,5.99,1.797,5,0.28
QIV-101897,9/1/2024 0:00,Online,GL049016,Marston,ST20,England,West Midlands,01JZ3N524BG6AVKDXPK72N2HAF,Maple Pecan Granola,Food , Breakfast,Granola/Cereal,4.49,1.347,14,0.32
QLM-733590,8/5/2023 0:00,Online,BH069063,Marston,ST20,England,West Midlands,01JZ3NC4NWZFD6Q40ZPNP4AD1X,Cauliflower Gnocchi,Food , Frozen Foods,Frozen Vegetarian Meals,2.74,0.577,6,0.15
QLW-772143,2/2/2023 0:00,Online,BB069028,Birmingham,B40,England,West Midlands,01JZ3NTFTVVBWCM2CM9YNJSVV2,Natural Peanut Butter,Food , Spreads,Nut Butters,3.44,1.216,12,0.17
QMK-892598,10/21/2023 0:00,Online,AQ073052,Marston,ST20,England,West Midlands,01JZ3NR3GS1HW6809TXGSSZ2XN,Reusable Coffee Filter,Kitchen,Kitchen,Coffee Accessories,10.14,3.896,2,0.15
QNE-027493,10/25/2024 0:00,Online,TN018015,Marston,ST20,England,West Midlands,01JZ3NR1FZGFJTSDZZXZXYPAYX,Herb Drying Rack,Garden,Garden,Garden Tools,22.99,9.196,9,0.03
QNK-530411,5/15/2023 0:00,In-Store,HC025261,Birmingham,B40,England,West Midlands,01JZ3N53NBCSNZW2T0PHTDQPWZ,High-Quality Yoga Mat,Fitness,Fitness,Yoga Equipment,33.99,9.947,16,0.22
